150, 14, 0, 0, 3, 0, 0, 3, 150, 20, 5, 22, 3, 0, 0, 2, 25, 2, 10, 55, 6, 0, 1, 36, 12, 1, 4, 3, 0, 0, 0, 17, 150, 13, 0, 0, 3, 1, 2, 16, 150, 15, 0, 1, 0, 0, 0, 21, 16, 6, 11, 55, 4, 0, 0, 10, 24, 2, 10, 31, 0, 0, 0, 28, 150, 44, 1, 2, 0, 0, 0, 41, 131, 20, 6, 19, 1, 0, 23, 150, 18, 1, 1, 6, 0, 0, 11, 102, 11, 2, 12, 25, 0, 0, 0, 9, 150, 14, 3, 2, 0, 0, 0, 39, 79, 13, 32, 90, 1, 0, 7, 79, 9, 0, 24, 55, 0, 0, 10, 150, 6, 0, 2, 2, 0, 0, 3, 59
5, 3, 0, 0, 16, 86, 77, 1, 33, 125, 39, 6, 38, 49, 4, 1, 2, 68, 125, 26, 5, 0, 0, 0, 0, 0, 34, 97, 61, 0, 0, 0, 67, 3, 0, 0, 0, 16, 74, 19, 125, 66, 1, 0, 0, 4, 7, 48, 17, 15, 11, 8, 15, 22, 23, 5, 0, 3, 2, 48, 125, 63, 4, 0, 46, 8, 20, 0, 0, 0, 0, 17, 125, 2, 5, 1, 0, 11, 95, 125, 5, 0, 0, 0, 0, 102, 125, 20, 50, 44, 1, 1, 18, 125, 58, 5, 2, 21, 114, 27, 6, 0, 0, 0, 4, 1, 28, 58, 57, 12, 37, 13, 3, 0, 0, 0, 6, 18, 74, 5, 86, 6, 0, 0, 0, 2, 12, 25
0, 0, 0, 1, 16, 34, 25, 0, 50, 4, 0, 1, 51, 97, 27, 37, 89, 11, 11, 25, 71, 16, 13, 69, 12, 33, 28, 36, 59, 23, 8, 2, 0, 0, 3, 12, 66, 87, 44, 0, 52, 0, 3, 2, 48, 110, 25, 43, 110, 3, 3, 10, 20, 14, 110, 110, 98, 65, 41, 17, 31, 8, 20, 33, 2, 20, 17, 16, 75, 88, 6, 0, 13, 77, 110, 23, 21, 18, 9, 12, 102, 39, 110, 64, 0, 4, 18, 24, 110, 25, 14, 2, 13, 5, 13, 49, 22, 30, 12, 15, 12, 8, 27, 6, 40, 110, 24, 5, 12, 35, 12, 17, 29, 96, 75, 47, 67, 23, 17, 19, 19, 27, 13, 4, 24, 17, 23, 19
5, 0, 1, 60, 41, 6, 6, 12, 49, 1, 2, 5, 10, 4, 16, 117, 19, 1, 11, 38, 29, 32, 36, 56, 25, 7, 7, 27, 48, 32, 10, 7, 23, 0, 5, 25, 107, 117, 8, 18, 4, 1, 6, 31, 31, 56, 117, 103, 55, 31, 5, 1, 7, 35, 117, 107, 70, 40, 65, 12, 15, 27, 14, 22, 5, 5, 35, 51, 51, 43, 2, 4, 12, 25, 34, 117, 62, 76, 20, 4, 117, 117, 13, 7, 2, 4, 18, 31, 76, 59, 41, 25, 0, 0, 13, 27, 9, 11, 12, 43, 51, 9, 0, 0, 9, 105, 77, 54, 59, 41, 3, 0, 87, 70, 64, 16, 6, 0, 1, 13, 39, 6, 0, 3, 8, 1, 13, 22
20, 10, 4, 7, 6, 5, 7, 12, 15, 11, 24, 15, 21, 64, 23, 13, 49, 22, 2, 3, 10, 32, 33, 39, 12, 10, 0, 0, 16, 54, 31, 26, 3, 8, 24, 26, 27, 37, 26, 13, 8, 13, 21, 42, 16, 115, 77, 23, 115, 60, 11, 28, 17, 42, 10, 49, 28, 12, 21, 90, 63, 55, 1, 6, 28, 78, 65, 49, 32, 16, 3, 3, 2, 34, 106, 115, 46, 16, 2, 0, 115, 80, 74, 27, 0, 0, 2, 32, 83, 25, 71, 115, 44, 0, 6, 62, 31, 13, 5, 4, 13, 41, 29, 10, 95, 100, 81, 54, 19, 23, 4, 3, 22, 27, 82, 115, 23, 15, 3, 9, 51, 19, 23, 20, 11, 17, 13, 115
65, 7, 0, 0, 0, 0, 3, 27, 78, 46, 24, 63, 3, 0, 0, 6, 0, 1, 46, 129, 12, 0, 0, 0, 0, 0, 9, 40, 45, 1, 0, 0, 129, 16, 0, 0, 0, 0, 0, 56, 129, 60, 11, 13, 1, 3, 7, 45, 3, 4, 23, 109, 123, 80, 6, 1, 4, 1, 1, 19, 129, 70, 0, 0, 51, 0, 1, 0, 0, 0, 5, 127, 47, 1, 0, 0, 0, 19, 129, 129, 0, 1, 0, 0, 48, 129, 129, 10, 6, 29, 0, 0, 44, 85, 2, 0, 1, 0, 40, 9, 0, 0, 2, 10, 0, 1, 47, 8, 0, 2, 62, 31, 0, 28, 34, 0, 0, 24, 59, 1, 1, 64, 10, 0, 0, 4, 1, 0
3, 9, 9, 21, 19, 6, 0, 1, 26, 18, 6, 3, 17, 62, 47, 32, 9, 2, 0, 1, 13, 73, 86, 53, 16, 9, 1, 4, 15, 81, 34, 6, 29, 11, 10, 4, 30, 25, 4, 12, 8, 8, 14, 16, 119, 119, 22, 12, 119, 6, 9, 18, 25, 38, 32, 119, 40, 66, 25, 34, 27, 11, 2, 11, 47, 17, 11, 20, 39, 15, 1, 11, 4, 4, 61, 119, 119, 32, 0, 2, 119, 52, 55, 57, 5, 0, 0, 40, 63, 119, 12, 4, 2, 0, 0, 20, 18, 78, 22, 8, 2, 1, 0, 1, 4, 20, 119, 119, 3, 0, 1, 2, 14, 57, 119, 110, 4, 0, 0, 0, 26, 68, 17, 3, 5, 11, 14, 2
55, 38, 35, 0, 0, 0, 0, 35, 38, 29, 117, 14, 0, 0, 2, 84, 39, 17, 31, 81, 32, 6, 4, 54, 0, 0, 3, 122, 24, 9, 2, 0, 76, 14, 8, 2, 0, 0, 0, 103, 125, 30, 72, 11, 0, 0, 1, 125, 26, 25, 73, 25, 0, 0, 9, 6, 0, 1, 23, 125, 2, 0, 3, 0, 94, 46, 1, 0, 0, 0, 0, 4, 125, 78, 0, 0, 0, 66, 89, 26, 13, 1, 0, 0, 0, 40, 125, 50, 5, 0, 4, 14, 0, 0, 81, 84, 75, 12, 0, 0, 1, 7, 4, 6, 35, 8, 0, 0, 14, 125, 49, 8, 45, 24, 0, 0, 0, 36, 81, 31, 31, 16, 1, 0, 13, 16, 41, 54
159, 80, 0, 0, 0, 0, 0, 3, 88, 55, 6, 0, 0, 0, 1, 12, 9, 6, 4, 0, 0, 0, 2, 5, 1, 3, 0, 0, 0, 4, 9, 0, 159, 9, 0, 0, 0, 0, 0, 90, 139, 22, 1, 0, 0, 2, 6, 27, 3, 4, 1, 0, 0, 24, 18, 1, 0, 0, 0, 0, 0, 43, 21, 0, 159, 0, 0, 0, 0, 0, 0, 140, 159, 0, 0, 0, 0, 23, 58, 93, 0, 0, 0, 0, 0, 63, 105, 0, 0, 0, 0, 2, 2, 60, 77, 0, 159, 18, 0, 0, 0, 0, 0, 32, 122, 6, 0, 0, 0, 15, 52, 55, 0, 0, 0, 0, 1, 26, 50, 10, 0, 0, 2, 9, 6, 17, 24, 0
2, 16, 12, 0, 0, 0, 0, 0, 1, 11, 17, 6, 0, 0, 0, 0, 143, 15, 1, 2, 0, 0, 0, 8, 143, 7, 0, 0, 0, 0, 0, 12, 0, 130, 69, 17, 12, 0, 0, 0, 0, 10, 42, 61, 94, 2, 0, 0, 143, 2, 1, 7, 8, 0, 0, 36, 143, 0, 0, 0, 0, 0, 0, 54, 1, 72, 13, 7, 50, 25, 0, 0, 0, 8, 69, 48, 142, 25, 0, 0, 143, 2, 21, 42, 22, 0, 0, 31, 143, 0, 0, 0, 0, 0, 0, 74, 3, 21, 7, 0, 10, 33, 0, 0, 1, 33, 57, 29, 67, 14, 0, 0, 60, 2, 6, 32, 93, 8, 0, 11, 143, 0, 0, 0, 0, 0, 0, 50
89, 33, 8, 5, 1, 0, 0, 10, 28, 19, 31, 24, 4, 8, 3, 4, 0, 0, 25, 51, 18, 5, 16, 6, 0, 0, 1, 21, 21, 7, 32, 16, 115, 31, 4, 3, 5, 15, 7, 49, 115, 61, 112, 27, 1, 2, 0, 16, 0, 5, 115, 108, 43, 39, 0, 0, 0, 0, 5, 106, 115, 16, 7, 5, 115, 43, 0, 0, 0, 3, 39, 104, 115, 34, 7, 0, 1, 34, 94, 115, 1, 2, 10, 12, 52, 115, 29, 5, 0, 0, 0, 46, 97, 33, 0, 0, 26, 29, 15, 3, 0, 0, 59, 86, 95, 31, 4, 0, 0, 5, 65, 115, 9, 0, 1, 3, 11, 42, 25, 20, 0, 0, 2, 10, 26, 22, 2, 0
125, 24, 4, 11, 21, 0, 0, 0, 22, 11, 11, 96, 105, 0, 0, 0, 11, 10, 51, 46, 29, 0, 0, 4, 16, 11, 14, 16, 4, 17, 22, 26, 125, 26, 0, 19, 47, 0, 0, 18, 58, 21, 74, 125, 40, 6, 13, 8, 0, 44, 125, 72, 56, 33, 14, 0, 0, 0, 23, 53, 125, 68, 8, 2, 125, 5, 3, 6, 27, 7, 10, 75, 51, 2, 12, 13, 23, 89, 125, 46, 0, 3, 20, 7, 54, 125, 125, 3, 0, 1, 27, 46, 79, 74, 5, 0, 47, 4, 1, 1, 0, 1, 12, 32, 22, 0, 0, 11, 50, 55, 53, 22, 1, 0, 0, 2, 14, 40, 34, 14, 3, 3, 15, 7, 0, 1, 1, 9
2, 41, 50, 10, 3, 0, 0, 0, 36, 41, 17, 27, 62, 17, 0, 19, 119, 0, 0, 5, 36, 19, 5, 89, 19, 2, 0, 8, 26, 23, 3, 22, 11, 22, 59, 8, 12, 40, 36, 29, 18, 38, 24, 5, 119, 119, 9, 3, 119, 55, 10, 18, 36, 15, 3, 58, 80, 15, 5, 36, 19, 10, 2, 19, 4, 32, 119, 12, 3, 27, 27, 20, 0, 83, 119, 26, 30, 52, 7, 0, 119, 99, 28, 26, 17, 20, 2, 39, 60, 30, 18, 54, 2, 0, 0, 6, 0, 19, 119, 10, 0, 0, 0, 0, 0, 4, 119, 106, 19, 3, 0, 0, 54, 110, 104, 41, 15, 6, 0, 4, 22, 27, 4, 49, 9, 0, 0, 0
0, 20, 104, 72, 28, 8, 0, 0, 24, 42, 108, 41, 24, 15, 1, 1, 136, 13, 7, 5, 3, 0, 0, 60, 85, 1, 0, 0, 0, 0, 0, 29, 0, 2, 33, 58, 132, 36, 1, 0, 5, 2, 40, 46, 56, 45, 3, 1, 136, 22, 6, 19, 8, 0, 0, 68, 136, 11, 0, 0, 0, 0, 1, 48, 0, 8, 93, 80, 69, 0, 0, 0, 0, 15, 136, 117, 11, 0, 0, 0, 78, 136, 136, 59, 1, 0, 0, 3, 55, 84, 19, 13, 0, 0, 0, 2, 4, 12, 23, 7, 4, 0, 0, 0, 4, 9, 36, 27, 17, 2, 1, 4, 24, 52, 42, 4, 0, 1, 2, 22, 2, 7, 4, 12, 3, 4, 0, 1
134, 36, 0, 0, 0, 0, 0, 23, 134, 4, 2, 3, 13, 3, 3, 61, 5, 7, 11, 7, 12, 10, 15, 6, 1, 9, 22, 4, 5, 9, 1, 0, 134, 117, 18, 0, 0, 0, 0, 8, 134, 24, 15, 8, 1, 2, 9, 57, 13, 13, 33, 31, 24, 57, 23, 9, 0, 3, 3, 1, 8, 116, 60, 2, 48, 15, 5, 0, 0, 2, 4, 23, 109, 1, 0, 0, 0, 9, 134, 134, 3, 0, 0, 2, 9, 134, 134, 22, 0, 0, 0, 0, 4, 134, 79, 0, 0, 0, 0, 0, 0, 20, 12, 5, 0, 0, 0, 0, 6, 38, 91, 18, 0, 0, 0, 0, 2, 26, 110, 35, 0, 0, 0, 0, 4, 41, 32, 1
12, 5, 0, 0, 0, 0, 49, 66, 7, 0, 0, 0, 0, 3, 65, 71, 15, 1, 0, 0, 0, 0, 46, 75, 11, 4, 0, 0, 0, 4, 28, 33, 25, 67, 15, 0, 1, 86, 50, 28, 13, 2, 0, 0, 0, 107, 136, 49, 136, 4, 0, 0, 0, 11, 136, 136, 78, 29, 4, 0, 3, 3, 17, 31, 0, 2, 9, 46, 28, 136, 32, 0, 39, 28, 20, 14, 2, 73, 79, 7, 136, 57, 3, 0, 0, 5, 20, 64, 74, 8, 0, 0, 0, 6, 51, 56, 0, 3, 11, 78, 31, 3, 0, 0, 7, 106, 33, 33, 9, 6, 12, 1, 71, 106, 7, 0, 0, 4, 41, 48, 33, 6, 0, 0, 0, 0, 13, 49
0, 0, 0, 1, 18, 102, 36, 5, 0, 0, 1, 25, 19, 83, 118, 28, 7, 20, 41, 35, 13, 7, 39, 70, 4, 7, 13, 13, 21, 8, 4, 12, 0, 1, 1, 3, 44, 118, 67, 5, 5, 18, 43, 57, 46, 97, 102, 55, 98, 6, 6, 31, 6, 8, 45, 118, 30, 14, 25, 7, 11, 12, 8, 30, 22, 6, 1, 85, 60, 29, 13, 3, 106, 70, 39, 106, 84, 16, 2, 17, 118, 58, 8, 83, 81, 5, 0, 39, 84, 22, 4, 0, 0, 0, 5, 45, 9, 4, 23, 114, 21, 0, 1, 1, 45, 20, 63, 53, 34, 26, 3, 31, 26, 105, 27, 9, 30, 23, 15, 0, 14, 18, 1, 1, 0, 5, 20, 15
31, 2, 3, 23, 47, 18, 13, 48, 8, 1, 0, 77, 122, 47, 117, 20, 111, 4, 0, 3, 8, 6, 96, 72, 36, 1, 0, 0, 0, 0, 2, 13, 10, 1, 12, 54, 54, 43, 101, 33, 13, 1, 4, 69, 122, 79, 88, 9, 122, 6, 0, 10, 28, 0, 0, 33, 75, 4, 0, 0, 0, 0, 1, 21, 4, 1, 43, 122, 41, 3, 22, 26, 8, 13, 122, 122, 44, 7, 6, 6, 109, 122, 122, 36, 17, 2, 0, 3, 49, 30, 13, 3, 3, 2, 1, 2, 14, 2, 8, 4, 1, 7, 22, 42, 13, 10, 40, 42, 4, 15, 30, 20, 3, 32, 41, 20, 10, 10, 8, 4, 0, 1, 4, 4, 11, 10, 1, 0
25, 1, 2, 7, 3, 3, 31, 99, 2, 0, 0, 5, 44, 101, 120, 57, 9, 6, 24, 26, 87, 59, 21, 6, 12, 38, 47, 14, 3, 2, 1, 0, 0, 0, 4, 71, 78, 25, 24, 9, 11, 2, 21, 23, 13, 62, 112, 22, 120, 39, 39, 7, 0, 10, 23, 61, 52, 55, 120, 28, 0, 0, 0, 5, 0, 0, 32, 120, 69, 0, 0, 0, 3, 8, 120, 83, 4, 0, 0, 0, 120, 71, 99, 16, 0, 0, 0, 22, 120, 24, 24, 25, 8, 0, 0, 28, 0, 3, 20, 55, 22, 3, 0, 0, 1, 28, 120, 31, 0, 0, 0, 0, 26, 26, 86, 52, 0, 0, 0, 1, 76, 12, 2, 2, 3, 0, 0, 28
11, 3, 18, 41, 4, 0, 0, 5, 26, 5, 1, 3, 2, 4, 4, 31, 127, 23, 13, 12, 0, 0, 0, 31, 13, 15, 46, 31, 0, 0, 0, 0, 11, 8, 34, 117, 35, 0, 0, 0, 14, 4, 13, 102, 55, 8, 4, 28, 127, 22, 12, 8, 1, 0, 1, 127, 65, 18, 25, 26, 1, 0, 0, 35, 32, 8, 3, 46, 18, 0, 1, 11, 9, 33, 127, 127, 21, 0, 0, 2, 91, 127, 127, 12, 0, 0, 0, 25, 74, 39, 27, 6, 0, 0, 0, 23, 55, 34, 2, 2, 2, 0, 0, 2, 57, 122, 127, 24, 0, 0, 0, 1, 0, 114, 127, 27, 0, 0, 0, 0, 1, 15, 47, 69, 4, 0, 0, 0
12, 0, 1, 8, 10, 20, 51, 44, 10, 0, 0, 15, 49, 59, 65, 71, 22, 0, 0, 47, 74, 11, 29, 109, 1, 5, 7, 31, 36, 21, 32, 3, 0, 6, 16, 4, 6, 35, 82, 12, 17, 21, 36, 11, 7, 47, 75, 25, 109, 60, 10, 44, 21, 5, 6, 109, 15, 34, 75, 83, 27, 0, 1, 14, 16, 60, 104, 48, 2, 0, 0, 1, 39, 86, 109, 97, 6, 0, 0, 1, 109, 109, 44, 88, 9, 0, 0, 29, 59, 25, 22, 69, 13, 0, 0, 23, 42, 20, 15, 80, 20, 0, 0, 7, 100, 23, 15, 93, 31, 0, 0, 12, 99, 18, 12, 98, 38, 0, 0, 36, 41, 8, 7, 47, 13, 0, 0, 9
55, 44, 48, 100, 4, 0, 0, 0, 13, 8, 32, 120, 21, 0, 0, 3, 8, 18, 45, 17, 1, 1, 2, 22, 17, 0, 6, 16, 2, 1, 12, 94, 120, 36, 6, 30, 9, 0, 3, 12, 1, 29, 120, 120, 41, 17, 11, 1, 0, 90, 120, 42, 96, 103, 6, 0, 38, 0, 11, 34, 82, 47, 5, 47, 100, 4, 0, 0, 0, 4, 35, 83, 2, 0, 18, 15, 26, 74, 88, 8, 0, 0, 8, 9, 120, 120, 30, 1, 33, 11, 4, 0, 66, 57, 5, 13, 83, 7, 0, 1, 6, 5, 4, 21, 24, 6, 10, 29, 23, 12, 13, 15, 0, 1, 7, 64, 120, 33, 5, 1, 43, 12, 7, 6, 41, 8, 3, 6
117, 8, 0, 0, 0, 0, 2, 26, 72, 21, 1, 0, 3, 78, 41, 6, 0, 1, 1, 17, 117, 117, 6, 0, 0, 0, 2, 50, 117, 7, 0, 0, 117, 0, 0, 0, 0, 15, 45, 94, 66, 4, 0, 0, 0, 82, 117, 33, 6, 0, 0, 18, 71, 91, 35, 3, 0, 2, 25, 102, 77, 10, 0, 0, 64, 1, 1, 0, 0, 2, 34, 117, 45, 2, 0, 0, 0, 76, 96, 114, 72, 36, 8, 4, 4, 78, 78, 25, 5, 17, 29, 42, 24, 2, 0, 0, 3, 0, 0, 2, 7, 2, 17, 38, 50, 4, 0, 0, 0, 28, 61, 51, 117, 66, 2, 3, 10, 10, 6, 5, 8, 11, 4, 9, 43, 8, 3, 0
66, 0, 0, 1, 27, 18, 1, 25, 80, 0, 0, 0, 0, 0, 49, 87, 37, 0, 0, 0, 0, 3, 40, 63, 0, 0, 0, 0, 0, 32, 48, 2, 28, 10, 2, 4, 74, 16, 4, 21, 87, 6, 2, 0, 2, 0, 50, 112, 46, 0, 0, 0, 0, 28, 88, 99, 6, 5, 0, 0, 0, 64, 53, 1, 108, 25, 20, 13, 41, 41, 12, 22, 38, 22, 25, 80, 82, 18, 66, 46, 65, 51, 13, 3, 2, 7, 58, 123, 25, 32, 18, 9, 2, 8, 10, 13, 123, 13, 4, 16, 3, 5, 3, 31, 85, 61, 89, 123, 28, 1, 0, 10, 20, 123, 123, 17, 1, 0, 0, 5, 4, 51, 123, 38, 1, 0, 0, 1
18, 16, 0, 0, 10, 11, 2, 2, 87, 28, 0, 0, 4, 56, 58, 58, 22, 0, 0, 0, 0, 88, 131, 96, 43, 0, 0, 0, 0, 55, 118, 54, 11, 18, 2, 0, 14, 41, 35, 16, 19, 10, 0, 0, 55, 131, 59, 22, 119, 0, 0, 0, 22, 131, 54, 66, 131, 4, 1, 0, 7, 69, 26, 62, 24, 6, 0, 0, 73, 97, 25, 18, 38, 10, 0, 0, 89, 88, 20, 24, 86, 16, 0, 0, 43, 53, 2, 19, 131, 17, 0, 0, 17, 19, 0, 39, 22, 14, 0, 8, 48, 17, 0, 0, 23, 17, 1, 3, 58, 19, 1, 1, 22, 34, 2, 1, 14, 24, 3, 0, 99, 51, 1, 0, 4, 2, 0, 20
0, 22, 21, 0, 0, 6, 11, 0, 0, 14, 55, 0, 1, 33, 49, 0, 9, 8, 27, 0, 0, 26, 68, 18, 63, 16, 1, 0, 0, 0, 8, 29, 0, 8, 9, 0, 7, 125, 88, 0, 3, 31, 40, 1, 0, 118, 125, 2, 54, 17, 20, 4, 0, 29, 99, 48, 125, 5, 0, 1, 4, 0, 6, 69, 1, 89, 82, 5, 19, 65, 10, 0, 16, 125, 125, 53, 7, 6, 8, 1, 37, 21, 62, 125, 45, 0, 0, 1, 125, 6, 0, 1, 4, 1, 0, 29, 13, 28, 37, 0, 2, 17, 13, 13, 111, 36, 11, 22, 34, 6, 3, 21, 17, 3, 2, 59, 125, 24, 0, 3, 120, 3, 0, 1, 6, 1, 0, 11
